 23.750000	  69.250000	
 24.250000	  67.750000	
 24.250000	  68.250000	
 24.250000	  68.750000	
 24.250000	  69.250000	
 24.750000	  67.250000	
 24.750000	  67.750000	
 24.750000	  68.250000	
 24.750000	  68.750000	
 24.750000	  69.250000	
 25.250000	  66.250000	
 25.250000	  66.750000	
 25.250000	  67.250000	
 25.250000	  67.750000	
 25.250000	  68.250000	
 25.250000	  68.750000	
 25.250000	  69.250000	
 25.750000	  65.750000	
 25.750000	  66.250000	
 25.750000	  66.750000	
 25.750000	  67.250000	
 25.750000	  67.750000	
 25.750000	  68.250000	
 25.750000	  68.750000	
 25.750000	  69.250000	
 26.250000	  65.250000	
 26.250000	  65.750000	
 26.250000	  66.250000	
 26.250000	  66.750000	
 26.250000	  67.250000	
 26.250000	  67.750000	
 26.250000	  68.250000	
 26.250000	  68.750000	
 26.250000	  69.250000	
 26.250000	  69.750000	
 26.750000	  64.750000	
 26.750000	  65.250000	
 26.750000	  65.750000	
 26.750000	  66.250000	
 26.750000	  66.750000	
 26.750000	  67.250000	
 26.750000	  67.750000	
 26.750000	  68.250000	
 26.750000	  68.750000	
 26.750000	  69.250000	
 26.750000	  69.750000	
 27.250000	  64.250000	
 27.250000	  64.750000	
 27.250000	  65.250000	
 27.250000	  65.750000	
 27.250000	  66.250000	
 27.250000	  66.750000	
 27.250000	  67.250000	
 27.250000	  67.750000	
 27.250000	  68.250000	
 27.250000	  68.750000	
 27.250000	  69.250000	
 27.250000	  69.750000	
 27.750000	  63.750000	
 27.750000	  64.250000	
 27.750000	  64.750000	
 27.750000	  65.250000	
 27.750000	  65.750000	
 27.750000	  66.250000	
 27.750000	  66.750000	
 27.750000	  67.250000	
 27.750000	  67.750000	
 27.750000	  68.250000	
 27.750000	  68.750000	
 27.750000	  69.250000	
 27.750000	  69.750000	
 28.250000	  63.250000	
 28.250000	  63.750000	
 28.250000	  64.250000	
 28.250000	  64.750000	
 28.250000	  65.250000	
 28.250000	  65.750000	
 28.250000	  66.250000	
 28.250000	  66.750000	
 28.250000	  67.250000	
 28.250000	  67.750000	
 28.250000	  68.250000	
 28.250000	  68.750000	
 28.250000	  69.250000	
 28.250000	  69.750000	
 28.750000	  62.750000	
 28.750000	  63.250000	
 28.750000	  63.750000	
 28.750000	  64.250000	
 28.750000	  64.750000	
 28.750000	  65.250000	
 28.750000	  65.750000	
 28.750000	  66.250000	
 28.750000	  66.750000	
 28.750000	  67.250000	
 28.750000	  67.750000	
 28.750000	  68.250000	
 28.750000	  68.750000	
 28.750000	  69.250000	
 28.750000	  69.750000	
 28.750000	  70.250000	
 29.250000	  62.750000	
 29.250000	  63.250000	
 29.250000	  63.750000	
 29.250000	  64.250000	
 29.250000	  64.750000	
 29.250000	  65.250000	
 29.250000	  65.750000	
 29.250000	  66.250000	
 29.250000	  66.750000	
 29.250000	  67.250000	
 29.250000	  67.750000	
 29.250000	  68.250000	
 29.250000	  68.750000	
 29.250000	  69.250000	
 29.250000	  69.750000	
 29.250000	  70.250000	
 29.750000	  62.750000	
 29.750000	  63.250000	
 29.750000	  63.750000	
 29.750000	  64.250000	
 29.750000	  64.750000	
 29.750000	  65.250000	
 29.750000	  65.750000	
 29.750000	  66.250000	
 29.750000	  66.750000	
 29.750000	  67.250000	
 29.750000	  67.750000	
 29.750000	  68.250000	
 29.750000	  68.750000	
 29.750000	  69.250000	
 29.750000	  69.750000	
 29.750000	  70.250000	
 30.250000	  62.250000	
 30.250000	  62.750000	
 30.250000	  63.250000	
 30.250000	  63.750000	
 30.250000	  64.250000	
 30.250000	  64.750000	
 30.250000	  65.250000	
 30.250000	  65.750000	
 30.250000	  66.250000	
 30.250000	  66.750000	
 30.250000	  67.250000	
 30.250000	  67.750000	
 30.250000	  68.250000	
 30.250000	  68.750000	
 30.250000	  69.250000	
 30.250000	  69.750000	
 30.250000	  70.250000	
 30.750000	  62.250000	
 30.750000	  62.750000	
 30.750000	  63.250000	
 30.750000	  63.750000	
 30.750000	  64.250000	
 30.750000	  64.750000	
 30.750000	  65.250000	
 30.750000	  65.750000	
 30.750000	  66.250000	
 30.750000	  66.750000	
 30.750000	  67.250000	
